Row ID,Order ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,Profit,Region,State,Product purchased,Category,Sub-Category
5675,CA-2016-146318,2016-01-22,2016-01-27,Standard Class,12.96,2,0.0,6.2208,West,Washington,OFF-PA-10003953|Xerox 218,Office Supplies,Paper
5676,CA-2014-135993,2014-05-28,2014-06-02,Standard Class,57.408,6,0.2,5.7408,West,Washington,TEC-PH-10001552|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones
5677,CA-2014-135993,2014-05-28,2014-06-02,Standard Class,27.6,4,0.0,2.208,West,Washington,TEC-AC-10004877|Imation�30456 USB�Flash Drive�8GB,Technology,Accessories
5678,CA-2014-126802,2014-12-29,2015-01-05,Standard Class,38.976,3,0.6,-50.6688,Central,Illinois,FUR-FU-10000193|Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings
5679,CA-2016-143924,2016-07-28,2016-08-03,Standard Class,20.44,7,0.0,9.198,Central,Michigan,OFF-FA-10000735|Staples,Office Supplies,Fasteners
5680,CA-2016-143924,2016-07-28,2016-08-03,Standard Class,109.92,2,0.0,53.8608,Central,Michigan,OFF-PA-10002120|Xerox 1889,Office Supplies,Paper
5681,CA-2016-141551,2016-09-24,2016-09-30,Standard Class,6.38,1,0.0,2.9348,Central,Oklahoma,OFF-BI-10001249|Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
5682,CA-2016-141551,2016-09-24,2016-09-30,Standard Class,6.48,1,0.0,3.1104,Central,Oklahoma,OFF-PA-10001569|Xerox 232,Office Supplies,Paper
5683,CA-2014-164315,2014-02-04,2014-04-08,Standard Class,15.84,3,0.0,7.128,South,Georgia,OFF-PA-10004248|Xerox 1990,Office Supplies,Paper
5684,CA-2014-164315,2014-02-04,2014-04-08,Standard Class,1049.93,7,0.0,293.9804,South,Georgia,TEC-PH-10001128|Motorola Droid Maxx,Technology,Phones
5685,CA-2014-164315,2014-02-04,2014-04-08,Standard Class,154.9,5,0.0,40.274,South,Georgia,OFF-AP-10003842|Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances
5686,CA-2015-131072,2015-05-11,2015-11-05,Same Day,98.352,3,0.2,35.6526,West,Washington,"OFF-BI-10002794|Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders
5687,CA-2014-131541,2014-07-28,2014-07-28,Same Day,14.32,5,0.2,5.191,South,Florida,"OFF-FA-10000621|OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners
5688,CA-2014-131541,2014-07-28,2014-07-28,Same Day,129.888,6,0.2,12.9888,South,Florida,"FUR-FU-10003623|DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings
5689,CA-2014-131541,2014-07-28,2014-07-28,Same Day,48.944,7,0.2,16.5186,South,Florida,"OFF-EN-10000781|#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
5690,CA-2015-119550,2015-12-26,2015-12-31,Standard Class,275.058,3,0.3,-90.3762,Central,Texas,"FUR-CH-10002044|Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs
5691,US-2015-138093,2015-10-12,2015-12-16,Standard Class,27.36,9,0.0,9.3024,East,Maryland,OFF-AR-10000817|Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art
5692,US-2015-138093,2015-10-12,2015-12-16,Standard Class,44.75,5,0.0,20.585,East,Maryland,"OFF-PA-10001509|Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper
5693,US-2015-138093,2015-10-12,2015-12-16,Standard Class,134.99,1,0.0,36.4473,East,Maryland,TEC-PH-10004667|Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones
5694,US-2015-138093,2015-10-12,2015-12-16,Standard Class,26.4,5,0.0,12.672,East,Maryland,OFF-PA-10000143|Astroparche Fine Business Paper,Office Supplies,Paper
5695,US-2015-138093,2015-10-12,2015-12-16,Standard Class,542.94,3,0.0,141.1644,East,Maryland,FUR-CH-10000785|Global Ergonomic Managers Chair,Furniture,Chairs
5696,CA-2016-126165,2016-05-05,2016-05-07,Second Class,71.088,2,0.2,-1.7772,West,California,FUR-TA-10001676|Hon 61000 Series Interactive Training Tables,Furniture,Tables
5697,CA-2017-126123,2017-10-14,2017-10-18,Standard Class,27.396,9,0.8,-42.4638,Central,Illinois,"OFF-BI-10000309|GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders
5698,CA-2017-126123,2017-10-14,2017-10-18,Standard Class,13.456,1,0.8,-23.548,Central,Illinois,OFF-BI-10004224|Catalog Binders with Expanding Posts,Office Supplies,Binders
5699,CA-2016-143441,2016-05-11,2016-11-05,Same Day,11.84,1,0.2,4.44,Central,Texas,OFF-LA-10002312|Avery 490,Office Supplies,Labels
5700,CA-2017-148320,2017-03-11,2017-11-08,Standard Class,35.88,6,0.0,17.5812,West,California,OFF-PA-10003022|Xerox 1992,Office Supplies,Paper
5701,CA-2016-125661,2016-11-24,2016-11-26,First Class,40.752,3,0.2,15.282,East,Ohio,OFF-EN-10001532|Brown Kraft Recycled Envelopes,Office Supplies,Envelopes
5702,CA-2016-125661,2016-11-24,2016-11-26,First Class,139.96,5,0.2,-22.7435,East,Ohio,TEC-AC-10004855|V7 USB Numeric Keypad,Technology,Accessories
5703,US-2014-123519,2014-12-14,2014-12-21,Standard Class,2.624,1,0.2,0.2952,East,Ohio,OFF-AR-10003829|Newell 35,Office Supplies,Art
5704,US-2014-123519,2014-12-14,2014-12-21,Standard Class,136.53,1,0.4,-52.3365,East,Ohio,FUR-TA-10002645|Hon Rectangular Conference Tables,Furniture,Tables
5705,US-2014-123519,2014-12-14,2014-12-21,Standard Class,263.96,1,0.2,42.8935,East,Ohio,TEC-AC-10003033|Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories
5706,CA-2014-155593,2014-03-11,2014-11-08,Standard Class,11.64,3,0.0,3.3756,East,Connecticut,OFF-SU-10002522|Acme Kleen Earth Office Shears,Office Supplies,Supplies
5707,CA-2017-136000,2017-09-22,2017-09-25,Second Class,40.176,3,0.2,14.5638,East,New York,OFF-BI-10004828|GBC Poly Designer Binding Covers,Office Supplies,Binders
5708,US-2015-160857,2015-08-05,2015-05-15,Standard Class,79.44,3,0.0,30.1872,East,New York,FUR-FU-10001095|DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings
5709,US-2015-160857,2015-08-05,2015-05-15,Standard Class,357.93,3,0.0,7.1586,East,New York,OFF-SU-10000157|Compact Automatic Electric Letter Opener,Office Supplies,Supplies
5710,US-2015-160857,2015-08-05,2015-05-15,Standard Class,127.764,2,0.1,21.294,East,New York,"FUR-CH-10002647|Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs
5711,US-2015-160857,2015-08-05,2015-05-15,Standard Class,2799.944,7,0.2,1014.9797,East,New York,TEC-CO-10004115|Sharp AL-1530CS Digital Copier,Technology,Copiers
5712,US-2015-160857,2015-08-05,2015-05-15,Standard Class,19.44,3,0.0,9.3312,East,New York,OFF-PA-10003363|Xerox 204,Office Supplies,Paper
5713,CA-2017-115805,2017-07-31,2017-07-31,Same Day,36.792,1,0.2,4.1391,Central,Illinois,TEC-PH-10003092|Motorola L804,Technology,Phones
5714,US-2014-143707,2014-01-03,2014-03-05,Standard Class,5.94,3,0.0,1.6038,East,New York,TEC-PH-10003655|Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones
5715,CA-2017-116939,2017-09-25,2017-09-29,Standard Class,177.55,5,0.0,47.9385,South,Virginia,OFF-ST-10001476|Steel Personal Filing/Posting Tote,Office Supplies,Storage
5716,CA-2015-124107,2015-09-10,2015-10-12,Second Class,619.95,5,0.0,111.591,Central,Michigan,TEC-AC-10002049|Logitech G19 Programmable Gaming Keyboard,Technology,Accessories
5717,CA-2015-124107,2015-09-10,2015-10-12,Second Class,29.16,3,0.0,8.4564,Central,Michigan,TEC-PH-10003875|KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones
5718,CA-2015-124107,2015-09-10,2015-10-12,Second Class,57.96,7,0.0,27.2412,Central,Michigan,OFF-EN-10003286|Staple envelope,Office Supplies,Envelopes
5719,CA-2015-124107,2015-09-10,2015-10-12,Second Class,29.403,3,0.1,5.2272,Central,Michigan,OFF-AP-10003971|Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances
5720,CA-2017-126550,2017-03-29,2017-04-02,Second Class,81.4,5,0.0,21.164,Central,Indiana,OFF-ST-10001031|Adjustable Personal File Tote,Office Supplies,Storage
5721,CA-2015-138674,2015-11-14,2015-11-17,First Class,8.72,5,0.2,2.289,West,Oregon,OFF-FA-10000304|Advantus Push Pins,Office Supplies,Fasteners
5722,CA-2015-138674,2015-11-14,2015-11-17,First Class,91.176,3,0.2,4.5588,West,Oregon,TEC-AC-10000358|Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB,Technology,Accessories
5723,CA-2015-138674,2015-11-14,2015-11-17,First Class,159.968,4,0.2,29.994,West,Oregon,TEC-AC-10002800|Plantronics Audio 478 Stereo USB Headset,Technology,Accessories
5724,CA-2016-165820,2016-09-26,2016-09-30,Standard Class,12.96,2,0.0,6.2208,West,California,OFF-PA-10004735|Xerox 1905,Office Supplies,Paper
5725,CA-2014-103191,2014-09-22,2014-09-27,Standard Class,331.536,3,0.2,-82.884,Central,Illinois,"OFF-ST-10002574|SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage
5726,CA-2015-103933,2015-09-25,2015-09-27,First Class,899.91,9,0.0,395.9604,East,New York,TEC-AC-10004171|Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,Accessories
5727,CA-2015-110548,2015-04-05,2015-05-08,Standard Class,946.344,7,0.2,118.293,Central,Texas,TEC-PH-10002922|ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones
5728,CA-2017-117324,2017-08-12,2017-12-13,Standard Class,178.11,3,0.0,32.0598,Central,Wisconsin,TEC-AC-10003023|Logitech G105 Gaming Keyboard,Technology,Accessories
5729,CA-2017-117324,2017-08-12,2017-12-13,Standard Class,1089.75,3,0.0,305.13,Central,Wisconsin,OFF-AP-10003590|Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances
5730,CA-2017-117324,2017-08-12,2017-12-13,Standard Class,61.06,2,0.0,28.0876,Central,Wisconsin,"OFF-LA-10003510|Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels
5731,CA-2017-117324,2017-08-12,2017-12-13,Standard Class,459.92,4,0.0,41.3928,Central,Wisconsin,"FUR-BO-10003159|Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases
5732,CA-2017-117324,2017-08-12,2017-12-13,Standard Class,27.52,4,0.0,12.6592,Central,Wisconsin,"OFF-PA-10002713|Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",Office Supplies,Paper
5733,CA-2017-143574,2017-06-29,2017-07-02,First Class,638.82,9,0.0,185.2578,East,Connecticut,"FUR-BO-10002598|Hon Metal Bookcases, Putty",Furniture,Bookcases
5734,CA-2017-143574,2017-06-29,2017-07-02,First Class,30.69,3,0.0,7.9794,East,Connecticut,OFF-SU-10002537|Acme Box Cutter Scissors,Office Supplies,Supplies
5735,CA-2017-143574,2017-06-29,2017-07-02,First Class,25.16,2,0.0,8.5544,East,Connecticut,"FUR-FU-10003976|DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings
5736,CA-2014-111773,2014-06-29,2014-07-03,Standard Class,13.92,3,0.2,4.872,East,New York,"OFF-BI-10000174|Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders
5737,CA-2014-148614,2014-01-20,2014-01-25,Standard Class,19.36,2,0.0,9.2928,West,California,"OFF-PA-10002893|Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper
5738,CA-2014-148614,2014-01-20,2014-01-25,Standard Class,19.3,2,0.0,5.79,West,California,"FUR-FU-10003194|Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings
5739,CA-2017-156139,2016-12-31,2017-01-06,Standard Class,38.376,3,0.2,13.4316,West,California,"OFF-BI-10004233|GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders
5740,US-2017-147886,2017-03-28,2017-03-31,First Class,12.96,2,0.0,6.3504,West,California,OFF-PA-10000232|Xerox 1975,Office Supplies,Paper
5741,US-2017-147886,2017-03-28,2017-03-31,First Class,26.48,1,0.0,10.0624,West,California,FUR-FU-10001095|DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings
5742,US-2017-147886,2017-03-28,2017-03-31,First Class,532.72,2,0.2,53.272,West,California,TEC-MA-10004679|StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines
5743,US-2017-147886,2017-03-28,2017-03-31,First Class,26.72,4,0.0,12.8256,West,California,OFF-PA-10003651|Xerox 1968,Office Supplies,Paper
5744,US-2017-147886,2017-03-28,2017-03-31,First Class,20.04,3,0.0,9.6192,West,California,OFF-PA-10000743|Xerox 1977,Office Supplies,Paper
5745,US-2017-147886,2017-03-28,2017-03-31,First Class,795.48,7,0.0,7.9548,West,California,OFF-ST-10002743|SAFCO Boltless Steel Shelving,Office Supplies,Storage
5746,US-2017-147886,2017-03-28,2017-03-31,First Class,21.56,7,0.0,6.8992,West,California,FUR-FU-10003829|Stackable Trays,Furniture,Furnishings
5747,CA-2016-113733,2016-08-12,2016-12-12,Standard Class,249.584,2,0.2,31.198,South,North Carolina,TEC-PH-10002496|Cisco SPA301,Technology,Phones
5748,CA-2016-113733,2016-08-12,2016-12-12,Standard Class,68.112,3,0.2,17.8794,South,North Carolina,TEC-AC-10002473|Maxell 4.7GB DVD-R,Technology,Accessories
5749,CA-2016-113733,2016-08-12,2016-12-12,Standard Class,16.56,3,0.2,-2.484,South,North Carolina,TEC-AC-10004877|Imation�30456 USB�Flash Drive�8GB,Technology,Accessories
5750,CA-2017-104913,2017-11-18,2017-11-22,Standard Class,74.95,5,0.0,36.7255,East,New York,"TEC-PH-10000923|Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones
5751,CA-2014-145800,2014-05-30,2014-06-05,Standard Class,355.455,3,0.5,-184.8366,Central,Illinois,FUR-TA-10001539|Chromcraft Rectangular Conference Tables,Furniture,Tables
5752,CA-2016-125850,2016-01-22,2016-01-28,Standard Class,44.4,3,0.0,22.2,West,California,OFF-LA-10003498|Avery 475,Office Supplies,Labels
5753,CA-2016-125850,2016-01-22,2016-01-28,Standard Class,20.65,5,0.0,9.499,West,California,OFF-LA-10004484|Avery 476,Office Supplies,Labels
5754,CA-2016-118514,2016-03-02,2016-02-10,Standard Class,866.4,4,0.0,225.264,South,Kentucky,FUR-CH-10000015|Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs
5755,CA-2015-150749,2015-03-29,2015-04-03,Second Class,5.56,2,0.0,1.4456,South,Virginia,OFF-AR-10003732|Newell 333,Office Supplies,Art
5756,CA-2014-163748,2014-10-14,2014-10-18,Standard Class,3.16,4,0.8,-8.532,Central,Texas,"OFF-AP-10004052|Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances
5757,CA-2014-163748,2014-10-14,2014-10-18,Standard Class,1999.96,5,0.2,624.9875,Central,Texas,TEC-CO-10002095|Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers
5758,CA-2015-119634,2015-11-08,2015-08-16,Standard Class,46.152,3,0.2,12.1149,South,North Carolina,"FUR-FU-10004270|Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings
5759,CA-2015-149300,2015-11-22,2015-11-23,First Class,32.985,3,0.5,-1.9791,South,Florida,TEC-MA-10000423|Texas Instruments TI-34 Scientific Calculator,Technology,Machines
5760,US-2016-111528,2016-12-30,2016-12-30,Same Day,481.32,4,0.0,125.1432,West,California,OFF-ST-10001526|Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage
5761,US-2016-111528,2016-12-30,2016-12-30,Same Day,6.384,1,0.2,2.1546,West,California,OFF-BI-10002194|Cardinal Hold-It CD Pocket,Office Supplies,Binders
5762,CA-2017-158169,2017-12-08,2017-08-15,First Class,542.94,3,0.0,152.0232,West,California,OFF-AP-10000828|Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances
5763,CA-2017-158169,2017-12-08,2017-08-15,First Class,54.92,4,0.0,19.7712,West,California,FUR-FU-10001473|DAX Wood Document Frame,Furniture,Furnishings
5764,CA-2015-162047,2015-03-11,2015-11-05,First Class,1448.82,10,0.1,209.274,East,New York,FUR-CH-10004983|Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs
5765,CA-2015-117772,2015-10-09,2015-09-12,Second Class,353.88,6,0.0,17.694,West,Washington,"OFF-ST-10003994|Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage
5766,US-2014-126340,2014-08-11,2014-11-14,Standard Class,333.576,3,0.2,25.0182,West,California,TEC-PH-10004447|Toshiba IPT2010-SD IP�Telephone,Technology,Phones
5767,CA-2016-149685,2016-08-10,2016-10-15,Standard Class,60.144,6,0.2,20.2986,Central,Texas,OFF-LA-10004545|Avery 50,Office Supplies,Labels
5768,CA-2017-126396,2017-08-09,2017-09-12,Second Class,85.2,6,0.2,20.235,Central,Texas,TEC-AC-10003116|Memorex Froggy Flash Drive 8 GB,Technology,Accessories
5769,CA-2015-154900,2015-02-25,2015-03-01,Standard Class,3.15,1,0.0,1.512,East,Massachusetts,OFF-LA-10001641|Avery 518,Office Supplies,Labels
5770,CA-2015-154900,2015-02-25,2015-03-01,Standard Class,22.72,4,0.0,10.224,East,Massachusetts,"OFF-PA-10002377|Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper
5771,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,14.91,3,0.0,4.6221,West,California,"FUR-FU-10000010|DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings
5772,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,1158.12,4,0.0,335.8548,West,California,OFF-AP-10002651|Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances
5773,CA-2015-158939,2015-11-26,2015-12-01,Standard Class,599.99,1,0.0,233.9961,Central,Missouri,TEC-CO-10002313|Canon PC1080F Personal Copier,Technology,Copiers
5774,CA-2016-117408,2016-08-31,2016-09-06,Standard Class,23.968,2,0.2,2.3968,Central,Texas,OFF-ST-10001580|Super Decoflex Portable Personal File,Office Supplies,Storage
5775,CA-2016-142398,2016-12-04,2016-04-16,Standard Class,638.288,7,0.2,-31.9144,West,California,FUR-CH-10001545|Hon Comfortask Task/Swivel Chairs,Furniture,Chairs
5776,CA-2016-142398,2016-12-04,2016-04-16,Standard Class,13.208,1,0.2,4.6228,West,California,OFF-BI-10004826|JM Magazine Binder,Office Supplies,Binders
5777,CA-2016-105277,2016-04-12,2016-12-08,Standard Class,15.528,3,0.2,5.823,East,New York,OFF-BI-10000301|GBC Instant Report Kit,Office Supplies,Binders
5778,CA-2016-112060,2016-04-12,2016-12-09,Standard Class,104.85,1,0.0,50.328,West,California,OFF-PA-10000994|Xerox 1915,Office Supplies,Paper
5779,CA-2014-105270,2014-11-11,2014-11-18,Standard Class,30.48,3,0.0,7.9248,West,California,OFF-AR-10003156|50 Colored Long Pencils,Office Supplies,Art
5780,CA-2014-105270,2014-11-11,2014-11-18,Standard Class,112.648,1,0.2,11.2648,West,California,FUR-CH-10000988|Hon Olson Stacker Stools,Furniture,Chairs
5781,US-2015-159513,2015-02-04,2015-04-09,Standard Class,71.976,3,0.2,24.2919,West,California,"TEC-MA-10003329|Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,Machines
5782,CA-2015-155586,2015-12-12,2015-12-16,Second Class,2.21,1,0.0,0.5967,West,California,OFF-AR-10001547|Newell 311,Office Supplies,Art
5783,CA-2015-155586,2015-12-12,2015-12-16,Second Class,15.52,4,0.0,7.4496,West,California,OFF-EN-10003072|Peel & Seel Envelopes,Office Supplies,Envelopes
5784,CA-2015-155586,2015-12-12,2015-12-16,Second Class,36.44,4,0.0,16.398,West,California,"OFF-PA-10000726|Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper
5785,CA-2017-141117,2017-02-10,2017-10-08,Standard Class,217.764,6,0.7,-384.7164,West,Oregon,FUR-BO-10001972|O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases
5786,CA-2017-141117,2017-02-10,2017-10-08,Standard Class,39.072,6,0.2,4.3956,West,Oregon,OFF-SU-10004664|Acme Softgrip Scissors,Office Supplies,Supplies
5787,CA-2017-141117,2017-02-10,2017-10-08,Standard Class,22.638,7,0.7,-16.6012,West,Oregon,"OFF-BI-10003676|GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders
5788,CA-2017-141117,2017-02-10,2017-10-08,Standard Class,95.144,7,0.2,10.7037,West,Oregon,OFF-AR-10003727|Berol Giant Pencil Sharpener,Office Supplies,Art
5789,CA-2017-115070,2017-10-04,2017-04-14,Second Class,12.32,5,0.2,1.848,South,Florida,FUR-FU-10003829|Stackable Trays,Furniture,Furnishings
5790,CA-2017-115070,2017-10-04,2017-04-14,Second Class,4.419,3,0.7,-3.0933,South,Florida,"OFF-BI-10003712|Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders
5791,CA-2017-140186,2017-09-29,2017-10-02,First Class,35.0,7,0.0,16.8,West,California,OFF-FA-10002280|Advantus Plastic Paper Clips,Office Supplies,Fasteners
5792,CA-2017-140186,2017-09-29,2017-10-02,First Class,72.784,1,0.2,0.0,West,California,"FUR-CH-10002961|Leather Task Chair, Black",Furniture,Chairs
5793,CA-2017-140186,2017-09-29,2017-10-02,First Class,97.84,2,0.0,25.4384,West,California,"OFF-AP-10002578|Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances
5794,CA-2017-140186,2017-09-29,2017-10-02,First Class,51.75,1,0.0,15.525,West,California,"FUR-FU-10004848|Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings
5795,CA-2017-140186,2017-09-29,2017-10-02,First Class,46.672,2,0.2,16.3352,West,California,OFF-BI-10003364|Binding Machine Supplies,Office Supplies,Binders
5796,CA-2014-124856,2014-09-29,2014-10-03,Second Class,1395.54,9,0.0,362.8404,East,New York,"OFF-ST-10002615|Dual Level, Single-Width Filing Carts",Office Supplies,Storage
5797,CA-2014-124856,2014-09-29,2014-10-03,Second Class,117.36,4,0.0,36.3816,East,New York,"FUR-FU-10000521|Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings
5798,CA-2014-124856,2014-09-29,2014-10-03,Second Class,18.9,3,0.0,8.694,East,New York,OFF-LA-10000121|Avery 48,Office Supplies,Labels
5799,CA-2014-124856,2014-09-29,2014-10-03,Second Class,77.52,2,0.0,37.9848,East,New York,OFF-PA-10001289|White Computer Printout Paper by Universal,Office Supplies,Paper
5800,CA-2014-166716,2014-08-20,2014-08-25,Second Class,421.372,2,0.3,-6.0196,Central,Illinois,"FUR-CH-10004495|Global Leather and Oak Executive Chair, Black",Furniture,Chairs
5801,CA-2014-123225,2014-11-07,2014-07-14,First Class,575.968,4,0.2,43.1976,Central,Texas,TEC-PH-10000895|Polycom VVX 310 VoIP phone,Technology,Phones
5802,CA-2014-123225,2014-11-07,2014-07-14,First Class,10.368,2,0.2,3.6288,Central,Texas,OFF-PA-10000552|Xerox 200,Office Supplies,Paper
5803,CA-2015-163440,2015-03-22,2015-03-24,First Class,15.984,2,0.2,1.1988,West,California,TEC-PH-10000376|Square Credit Card Reader,Technology,Phones
5804,US-2017-106796,2017-12-05,2017-05-19,Standard Class,10.272,3,0.2,1.1556,East,Ohio,OFF-AR-10003504|Newell 347,Office Supplies,Art
5805,CA-2017-113873,2017-11-13,2017-11-19,Standard Class,61.792,4,0.2,6.1792,Central,Texas,OFF-ST-10000943|Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage
5806,CA-2017-113873,2017-11-13,2017-11-19,Standard Class,205.9992,3,0.32,-27.2646,Central,Texas,"FUR-BO-10003441|Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases
5807,CA-2016-149783,2016-04-09,2016-09-07,Second Class,12.192,3,0.2,4.1148,South,Tennessee,"OFF-PA-10002195|RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper
5808,CA-2016-149783,2016-04-09,2016-09-07,Second Class,87.168,2,0.2,8.7168,South,Tennessee,OFF-AP-10001205|Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances
5809,CA-2016-149783,2016-04-09,2016-09-07,Second Class,31.744,2,0.2,8.3328,South,Tennessee,OFF-AR-10002987|Prismacolor Color Pencil Set,Office Supplies,Art
5810,CA-2016-125017,2016-06-02,2016-02-11,Standard Class,132.224,4,0.2,-18.1808,South,Tennessee,"FUR-FU-10000723|Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings
5811,US-2015-163279,2015-03-22,2015-03-26,Standard Class,105.52,4,0.0,48.5392,West,California,OFF-PA-10003127|Easy-staple paper,Office Supplies,Paper
5812,US-2015-163279,2015-03-22,2015-03-26,Standard Class,91.96,2,0.0,15.6332,West,California,FUR-FU-10000747|Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings
5813,US-2015-163279,2015-03-22,2015-03-26,Standard Class,1487.976,3,0.2,185.997,West,California,TEC-PH-10001795|ClearOne CHATAttach 160 -�speaker phone,Technology,Phones
5814,CA-2015-150196,2015-02-07,2015-07-03,First Class,19.44,3,0.0,9.3312,East,New York,OFF-PA-10003797|Xerox 209,Office Supplies,Paper
5815,US-2015-106495,2015-06-15,2015-06-17,First Class,11.672,1,0.2,-0.7295,South,Florida,TEC-AC-10002718|Belkin Standard 104 key USB Keyboard,Technology,Accessories
5816,CA-2014-124730,2014-11-26,2014-11-26,Same Day,279.96,4,0.0,78.3888,East,New York,TEC-PH-10002170|ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones
5817,CA-2014-124730,2014-11-26,2014-11-26,Same Day,12.912,3,0.2,4.6806,East,New York,"OFF-BI-10001078|Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders
5818,CA-2014-124730,2014-11-26,2014-11-26,Same Day,17.088,4,0.2,5.7672,East,New York,OFF-BI-10001031|Pressboard Data Binders by Wilson Jones,Office Supplies,Binders
5819,CA-2014-124730,2014-11-26,2014-11-26,Same Day,93.15,9,0.0,44.712,East,New York,"OFF-LA-10001158|Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels
5820,CA-2014-124730,2014-11-26,2014-11-26,Same Day,11.52,4,0.0,5.6448,East,New York,OFF-LA-10001613|Avery File Folder Labels,Office Supplies,Labels
5821,CA-2017-117632,2017-12-05,2017-05-18,Standard Class,238.62,2,0.0,4.7724,West,California,OFF-SU-10000157|Compact Automatic Electric Letter Opener,Office Supplies,Supplies
